NAME,MLST ST (Klebsiella pneumoniae (Pasteur)),MLST PROFILE (Klebsiella pneumoniae (Pasteur)),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus,Predicted capsule (K locus) type,O locus,Predicted O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
SAMN25722283,39,2_1_2_4_9_1_14,29674,0_0_107_1_0_0_4_3_1_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722282,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722281,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722280,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722279,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722278,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722277,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722276,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722275,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722274,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722273,39,2_1_2_4_9_1_14,29677,0_0_107_1_0_0_4_3_2_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722272,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722271,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722270,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722269,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722268,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722267,39,2_1_2_4_9_1_14,29675,0_0_107_1_0_0_4_3_0_0,39,10192,IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN25722294,39,2_1_2_4_9_1_14,29710,0_0_107_0_4_0_10_0_0_0,39,39,IncFIB(K)--IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN25722293,39,2_1_2_4_9_1_14,8054,0_0_107_1_0_0_0_0_1_0,39,10192,IncFIB(K)(pCAV1099-114); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN25722292,39,2_1_2_4_9_1_14,29670,0_0_107_0_4_2_0_0_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K); IncFII(K); IncN,KL2,Capsule null,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN25722291,39,2_1_2_4_9_1_14,29670,0_0_107_0_4_2_0_0_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,Capsule null,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN17766462,39,2_1_2_4_9_1_14,30890,0_0_107_0_1_15_0_0_0_0,39,39,Col(pHAD28); Col440I; IncFIA(HI1); IncFIB(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR6938101,39,2_1_2_4_9_1_14,*4a91,0_0_107_0_4_0_1_?_?_?,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4783189,39,2_1_2_4_9_1_14,18749,0_0_107_0_8_1_1_0_0_0,39,39,IncFIA(HI1)--IncFII(pKP91); IncFIB(K)(pCAV1099-114),KL116,unknown (KL116),OL2α.1,"O1αβ,2α",0,0,,0,0,-,-
ERR7226367,39,2_1_2_4_9_1_14,*acd9,0_0_107_0_4_0_1_0_?_?,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR7226691,39,2_1_2_4_9_1_14,17830,0_0_107_1_0_0_0_0_6_0,39,10192,IncFIA(HI1); IncFIB(K)(pCAV1099-114); IncFII(pKP91); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR4635183,39,2_1_2_4_9_1_14,19075,0_0_107_1_0_5_0_0_0_0,39,10192,IncFIB(K)(pCAV1099-114); IncFII(K)--repB(R1701); IncHI1B(pNDM-MAR),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR7225012,39,2_1_2_4_9_1_14,*1a59,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I; Col440I; IncFIB(K); IncFII(K); IncFII(K); IncM2; repB(R1701),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR4781811,39,2_1_2_4_9_1_14,19206,0_0_107_1_2_0_0_0_0_0,39,10192,Col440I; IncFIA(HI1); IncFIB(pB171); IncFII(Yp); repB(R1701),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR7225653,39,2_1_2_4_9_1_14,*1a59,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I; IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR7225907,39,2_1_2_4_9_1_14,*2574,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I; IncC; IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR7225727,39,2_1_2_4_9_1_14,*2574,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I; IncC; IncFIB(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR4795539,39,2_1_2_4_9_1_14,18744,0_0_107_2_0_0_0_0_1_0,39,10195,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR4795540,39,2_1_2_4_9_1_14,18744,0_0_107_2_0_0_0_0_1_0,39,10195,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR4795730,39,2_1_2_4_9_1_14,18745,0_0_107_2_0_0_0_2_0_0,39,10195,IncFIB(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR4795661,39,2_1_2_4_9_1_14,18668,0_0_107_2_0_0_0_1_0_0,39,10195,Col(pHAD28); Col440I; IncFIB(K); IncFII(K); repB(R1701),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR4795534,39,2_1_2_4_9_1_14,18744,0_0_107_2_0_0_0_0_1_0,39,10195,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR4795535,39,2_1_2_4_9_1_14,18744,0_0_107_2_0_0_0_0_1_0,39,10195,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
ERR4795567,39,2_1_2_4_9_1_14,18744,0_0_107_2_0_0_0_0_1_0,39,10195,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
T7-306,39,2_1_2_4_9_1_14,12367,0_0_107_0_1_10_0_0_0_0,39,39,IncFIB(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
T7-275,39,2_1_2_4_9_1_14,12346,0_0_107_0_4_1_0_0_0_0,39,39,IncFIB(K),KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 3 (64),,0,0,-,-
ERR4920393,39,2_1_2_4_9_1_14,*9e1c,0_0_107_1_0_0_10_1_?_?,39,10192,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378-1LV),-,-
ERR4920505,39,2_1_2_4_9_1_14,17826,0_0_107_0_8_1_0_0_0_0,39,39,IncFIB(K)(pCAV1099-114),KL116,unknown (KL116),OL2α.1,"O1αβ,2α",0,0,,0,0,-,-
ERR4920514,39,2_1_2_4_9_1_14,17833,0_0_107_0_4_0_13_0_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(pBK30683); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920519,39,2_1_2_4_9_1_14,17835,0_0_107_0_4_0_11_0_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920532,39,2_1_2_4_9_1_14,17843,0_0_107_0_1_17_0_0_0_0,39,39,Col440I; IncFIB(K); IncFIB(pQil); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277-1LV),-,-
ERR4920511,39,2_1_2_4_9_1_14,17830,0_0_107_1_0_0_0_0_6_0,39,10192,IncFIB(K)(pCAV1099-114),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR4920440,39,2_1_2_4_9_1_14,17791,0_0_107_1_0_0_10_0_0_0,39,10192,Col440I; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378-1LV),-,-
ERR4920374,39,2_1_2_4_9_1_14,17746,0_0_107_0_4_0_8_0_0_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920628,39,2_1_2_4_9_1_14,17746,0_0_107_0_4_0_8_0_0_0,39,39,IncFIB(K); IncFII(K); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920629,39,2_1_2_4_9_1_14,17746,0_0_107_0_4_0_8_0_0_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920594,39,2_1_2_4_9_1_14,17887,0_0_107_1_0_0_7_0_0_0,39,10192,IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (273-1LV),-,-
ERR4920594,39,2_1_2_4_9_1_14,17887,0_0_107_1_0_0_7_0_0_0,39,10192,IncFIB(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (273-1LV),-,-
ERR4920505,39,2_1_2_4_9_1_14,17826,0_0_107_0_8_1_0_0_0_0,39,39,IncFIB(K)(pCAV1099-114),KL116,unknown (KL116),OL2α.1,"O1αβ,2α",0,0,,0,0,-,-
ERR4920629,39,2_1_2_4_9_1_14,17746,0_0_107_0_4_0_8_0_0_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920511,39,2_1_2_4_9_1_14,17830,0_0_107_1_0_0_0_0_6_0,39,10192,IncFIB(K)(pCAV1099-114),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
ERR4920374,39,2_1_2_4_9_1_14,17746,0_0_107_0_4_0_8_0_0_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920440,39,2_1_2_4_9_1_14,17791,0_0_107_1_0_0_10_0_0_0,39,10192,Col440I; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378-1LV),-,-
ERR4920628,39,2_1_2_4_9_1_14,17746,0_0_107_0_4_0_8_0_0_0,39,39,IncFIB(K); IncFII(K); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920514,39,2_1_2_4_9_1_14,17833,0_0_107_0_4_0_13_0_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(pBK30683); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920393,39,2_1_2_4_9_1_14,*9e1c,0_0_107_1_0_0_10_1_?_?,39,10192,IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378-1LV),-,-
ERR4920519,39,2_1_2_4_9_1_14,17835,0_0_107_0_4_0_11_0_0_0,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
ERR4920532,39,2_1_2_4_9_1_14,17843,0_0_107_0_1_17_0_0_0_0,39,39,Col440I; IncFIB(K); IncFIB(pQil); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277-1LV),-,-
KP_NORM_URN_2013_95819_hybrid,39,2_1_2_4_9_1_14,13474,0_0_107_0_1_7_1_0_0_0,39,39,Col440II; IncFIB(K); IncX1,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA110371471,39,2_1_2_4_9_1_14,40429,0_0_107_0_22_0_0_0_0_0,39,39,ColpVC; IncC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10147342,39,2_1_2_4_9_1_14,8054,0_0_107_1_0_0_0_0_1_0,39,10192,IncFIB(K)(pCAV1099-114); IncFIB(pQil),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMEA112282369,39,2_1_2_4_9_1_14,41878,0_0_107_1_0_0_16_1_0_0,39,10192,IncFIB(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 5; ICEKp6 (10),-,-
SAMEA111435915,39,2_1_2_4_9_1_14,6502,0_0_107_0_0_0_0_0_8_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA111380245,39,2_1_2_4_9_1_14,40623,0_0_107_0_4_0_15_0_1_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA10147293,39,2_1_2_4_9_1_14,39800,0_0_107_1_0_0_14_0_0_0,39,10192,IncFIA(pBK30683); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 13; ICEKp2 (302-2LV),-,-
SAMEA112282366,39,2_1_2_4_9_1_14,41854,0_0_107_1_0_0_16_0_0_0,39,10192,IncFIB(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 5; ICEKp6 (10),-,-
SAMEA112282370,39,2_1_2_4_9_1_14,41854,0_0_107_1_0_0_16_0_0_0,39,10192,IncFIB(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 5; ICEKp6 (10),-,-
SAMEA112198937,39,2_1_2_4_9_1_14,25852,0_0_107_0_0_0_0_9_0_0,39,39,Col(MG828); Col(pHAD28); ColRNAI; IncC; IncHI1B(pNDM-MAR),KL23,K23,OL2α.2,"O1αβ,2β",4,iuc 1 (95),,0,ybt 14; ICEKp5 (151),-,-
SAMEA112282045,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA112229044,39,2_1_2_4_9_1_14,41580,0_0_107_0_0_0_0_0_17_0,39,39,ColRNAI; IncFIB(AP001918); IncFIB(pQil); IncFIC(FII); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (151),-,-
SAMEA111505743,39,2_1_2_4_9_1_14,40985,0_0_107_0_1_9_10_0_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA112229032,39,2_1_2_4_9_1_14,41572,0_0_107_0_0_0_0_10_0_0,39,39,ColRNAI; IncC; IncFIA(pBK30683); IncFIB(pQil); IncFII(K); repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 14; ICEKp5 (truncated) (151-1LV),-,-
SAMEA111504314,39,2_1_2_4_9_1_14,40790,0_0_107_2_0_0_0_5_0_0,39,10195,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(K),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA110371436,39,2_1_2_4_9_1_14,40407,0_0_107_0_1_9_9_0_0_0,39,39,Col(pHAD28)--Col440II; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR,KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA12940519,39,2_1_2_4_9_1_14,43787,0_0_107_0_4_0_1_2_1_0,39,39,Col(pHAD28)--Col440I; ColRNAI; IncFIB(K); IncFII(K); IncL,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA12940515,39,2_1_2_4_9_1_14,6260,0_0_107_0_4_0_1_2_0_0,39,39,ColRNAI; IncFIB(K); IncFII(K); IncL,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA12561091,39,2_1_2_4_9_1_14,43650,0_0_107_0_1_22_0_0_0_0,39,39,Col440I; IncFIB(K); IncL,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA12940575,39,2_1_2_4_9_1_14,43819,0_0_107_0_4_0_2_0_1_0,39,39,Col(pHAD28); Col440I; IncFIB(K); IncFII(K); IncM1; repB(R1701),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA10303455,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA111380243,39,2_1_2_4_9_1_14,40623,0_0_107_0_4_0_15_0_1_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA111380244,39,2_1_2_4_9_1_14,40624,0_0_107_0_4_0_15_0_2_0,39,39,IncFIA(pBK30683); IncFIB(K); IncFIB(pQil); IncFII(K); IncFII(pBK30683); IncR,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA112282048,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA112282190,39,2_1_2_4_9_1_14,41741,0_0_107_0_20_0_0_0_1_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA112282342,39,2_1_2_4_9_1_14,41854,0_0_107_1_0_0_16_0_0_0,39,10192,IncFIB(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 5; ICEKp6 (10),-,-
SAMEA112282368,39,2_1_2_4_9_1_14,41854,0_0_107_1_0_0_16_0_0_0,39,10192,IncFIB(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 5; ICEKp6 (10),-,-
SAMEA111504086,39,2_1_2_4_9_1_14,40777,0_0_107_1_0_0_15_0_0_0,39,10192,Col(pHAD28); IncFII(K); repB(R1701),KL149,unknown (KL149),OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (287),-,-
SAMEA111503829,39,2_1_2_4_9_1_14,40766,0_0_107_0_23_0_0_0_0_0,39,39,Col(pHAD28); Col(pHAD28)--Col440II; IncFII; IncFII(pKPX1); IncR; repB(R1701),KL62,K62,OL2α.1,"O1αβ,2α",0,0,,0,0,-,-
SAMEA10303454,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA9800456,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMN23768725,39,2_1_2_4_9_1_14,44605,0_0_107_0_4_0_1_0_3_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMN23768898,39,2_1_2_4_9_1_14,44663,0_0_107_1_0_0_0_0_8_0,39,10192,IncFIB(K); IncR,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
SAMN23768909,39,2_1_2_4_9_1_14,44665,0_0_107_0_26_0_0_0_0_0,39,39,IncC; IncFIB(K)(pCAV1099-114),KL51,K51,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMN23768618,39,2_1_2_4_9_1_14,44605,0_0_107_0_4_0_1_0_3_0,39,39,IncFIB(K)--IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
SAMEA112282367,39,2_1_2_4_9_1_14,41854,0_0_107_1_0_0_16_0_0_0,39,10192,IncFIB(K),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 5; ICEKp6 (10),-,-
SAMEA10303450,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMEA12561090,39,2_1_2_4_9_1_14,43651,0_0_107_0_1_22_0_0_1_0,39,39,Col440I; IncFIB(K); IncL,KL23,K23,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA10303318,39,2_1_2_4_9_1_14,40093,0_0_107_0_4_0_3_0_1_0,39,39,Col(pHAD28); IncFIA(pBK30683); IncFIB(K); IncFII(K)--IncR; repB(R1701),KL23,K23,OL2α.2,"O1αβ,2β",1,0,,0,ybt 16; ICEKp12 (277),-,-
SAMN17981875,39,2_1_2_4_9_1_14,44496,0_0_107_1_7_0_0_0_0_0,39,10192,Col440I; IncFIB(K); p0111,KL62,K62,OL2α.2,"O1αβ,2β",0,0,,0,0,-,-
SAMEA9800452,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA9800612,39,2_1_2_4_9_1_14,34738,0_0_107_0_20_0_0_0_0_0,39,39,Col440I; ColRNAI; IncC; IncFIB(pQil); IncFII(K); IncX3; repB_KLEB,KL23,K23,OL2α.2,"O1αβ,2β",3,iuc 1 (78-1LV),,0,0,-,rmpA2_8*
SAMEA12940522,39,2_1_2_4_9_1_14,6260,0_0_107_0_4_0_1_2_0_0,39,39,Col(pHAD28); Col440I; ColRNAI; IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
SAMEA10302815,39,2_1_2_4_9_1_14,40028,0_0_107_0_4_0_1_0_1_0,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
